timestamp,lat_deg,lon_deg,height_m,quality,quality_name,num_sats,sdn_m,sde_m,sdu_m,age_s,ratio
0.000,24.065186383,-74.533780621,-34.1206,2,FLOAT,8,0.5397,0.6981,2.3903,0.0,1.1
30.000,24.065184813,-74.533784968,-34.0731,2,FLOAT,8,0.3637,0.4890,1.4416,0.0,1.1
60.000,24.065185043,-74.533784110,-32.9024,2,FLOAT,8,0.0000,0.0000,0.0000,0.0,1.2
90.000,24.065183469,-74.533782095,-31.9332,2,FLOAT,8,96.3366,0.0000,47.3681,0.0,1.3
120.000,24.065183824,-74.533782585,-31.8731,2,FLOAT,8,0.2151,0.2920,0.5245,0.0,1.1
150.000,24.065183132,-74.533783600,-31.7659,2,FLOAT,8,0.1723,0.2632,0.4102,0.0,1.7
180.000,24.065182030,-74.533782922,-31.7235,2,FLOAT,8,0.0000,10.3214,40.6259,0.0,1.8
210.000,24.065181648,-74.533782627,-31.4785,2,FLOAT,8,0.0000,64.9425,74.0007,0.0,1.4
240.000,24.065181389,-74.533782029,-31.1790,2,FLOAT,9,0.0000,42.0322,0.0000,0.0,1.9
270.000,24.065180717,-74.533781186,-30.9744,2,FLOAT,9,119.7692,0.0000,37.2735,0.0,1.1
300.000,24.065181661,-74.533780116,-30.8629,2,FLOAT,9,0.1160,0.1819,0.1751,0.0,1.9
330.000,24.065181649,-74.533780912,-30.7719,2,FLOAT,9,0.1234,0.1365,0.1498,0.0,1.9
360.000,24.065181460,-74.533781513,-30.6844,2,FLOAT,9,96.3441,0.0000,96.0937,0.0,1.7
390.000,24.065181436,-74.533780171,-30.7535,2,FLOAT,9,0.0907,0.1555,0.1237,0.0,1.1
420.000,24.065181676,-74.533779815,-30.7737,2,FLOAT,9,0.0000,0.1127,0.1079,0.0,1.2
450.000,24.065181871,-74.533779062,-30.8209,2,FLOAT,9,0.0000,0.0000,66.1930,0.0,1.0
480.000,24.065181972,-74.533778149,-30.9302,2,FLOAT,9,0.0000,0.0000,49.1296,0.0,1.5
510.000,24.065182111,-74.533776510,-30.9813,2,FLOAT,9,58.1735,49.2399,57.5357,0.0,1.4
540.000,24.065182920,-74.533775412,-31.0494,2,FLOAT,9,0.0635,0.1265,0.0802,0.0,1.1
570.000,24.065183811,-74.533774981,-31.0566,2,FLOAT,9,0.1268,0.1530,0.1411,0.0,1.5
600.000,24.065184516,-74.533775088,-31.1177,2,FLOAT,9,69.2538,0.0000,0.0000,0.0,2.0
630.000,24.065185104,-74.533774419,-31.1392,2,FLOAT,9,78.6951,53.5883,27.2109,0.0,2.4
660.000,24.065185479,-74.533774387,-31.1701,2,FLOAT,9,0.0499,0.1101,0.0618,0.0,2.5
690.000,24.065186020,-74.533775050,-31.1563,2,FLOAT,9,0.0413,0.0204,0.0000,0.0,2.4
720.000,24.065186357,-74.533775273,-31.1817,2,FLOAT,9,99.7138,0.0000,0.0000,0.0,2.0
