timestamp,lat_deg,lon_deg,height_m,quality,quality_name,num_sats,sdn_m,sde_m,sdu_m,age_s,ratio
0.000,24.065196256,-74.533780310,-31.8965,5,SINGLE,8,30.0000,30.0000,30.0000,0.0,0.0
30.000,24.065196256,-74.533780310,-31.8965,5,SINGLE,8,301.4963,301.4963,301.4963,0.0,0.0
60.000,24.065198004,-74.533783114,-32.9526,5,SINGLE,8,30.0000,30.0000,30.0000,0.0,0.0
90.000,24.065198004,-74.533783114,-32.9526,5,SINGLE,8,301.4963,301.4963,301.4963,0.0,0.0
120.000,24.065195846,-74.533780254,-31.5933,5,SINGLE,8,30.0000,30.0000,30.0000,0.0,0.0
150.000,24.065195846,-74.533780254,-31.5933,5,SINGLE,8,301.4963,301.4963,301.4963,0.0,0.0
180.000,24.065194636,-74.533781311,-31.3274,5,SINGLE,8,30.0000,30.0000,30.0000,0.0,0.0
210.000,24.065194636,-74.533781311,-31.3274,5,SINGLE,8,301.4963,301.4963,301.4963,0.0,0.0
240.000,24.065196462,-74.533782718,-32.2962,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
270.000,24.065196462,-74.533782718,-32.2962,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
300.000,24.065197792,-74.533781252,-31.3455,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
330.000,24.065197792,-74.533781252,-31.3455,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
360.000,24.065198111,-74.533783370,-32.5286,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
390.000,24.065198111,-74.533783370,-32.5286,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
420.000,24.065197104,-74.533780780,-31.8228,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
450.000,24.065197104,-74.533780780,-31.8228,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
480.000,24.065197188,-74.533783099,-32.8256,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
510.000,24.065197188,-74.533783099,-32.8256,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
540.000,24.065196605,-74.533782423,-32.1027,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
570.000,24.065196605,-74.533782423,-32.1027,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
600.000,24.065196122,-74.533784388,-32.2436,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
630.000,24.065196122,-74.533784388,-32.2436,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
660.000,24.065197283,-74.533780086,-32.0994,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
690.000,24.065197283,-74.533780086,-32.0994,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
720.000,24.065196220,-74.533782726,-31.5981,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
750.000,24.065196220,-74.533782726,-31.5981,5,SINGLE,9,301.4963,301.4963,301.4963,0.0,0.0
780.000,24.065196969,-74.533782924,-32.1918,5,SINGLE,9,30.0000,30.0000,30.0000,0.0,0.0
